업소명,소재지(도로명),소재지(지번),소재지전화
물레방아 라이브7080,"부산광역시 연제구 중앙대로1124번길 12, 지하1층 (연산동)",부산광역시 연제구 연산동 675번지 13호  ,051 -853 -1800
상남자,"부산광역시 연제구 반송로 11, 2층 (연산동)",부산광역시 연제구 연산동 726번지 1호  ,
월드 7080 라이브,"부산광역시 연제구 중앙대로 1117, 지하 1층 (연산동)",부산광역시 연제구 연산동 1124번지 7호  ,
히든싱어 라이브,"부산광역시 연제구 월드컵대로 146-1, 2층 (연산동)",부산광역시 연제구 연산동 1127번지 15호  ,
연안노래주점,"부산광역시 연제구 거제천로182번길 42, 3층 (연산동)",부산광역시 연제구 연산동 1127번지 25호  ,
목화노래주점,"부산광역시 연제구 월드컵대로 146-1, 지하1층 (연산동)",부산광역시 연제구 연산동 1127번지 15호  ,
썸 노래주점,"부산광역시 연제구 반송로 28, 지하1층 (연산동)",부산광역시 연제구 연산동 603번지 2호  ,
더킹(The King),"부산광역시 연제구 중앙대로 1121, 4층 (연산동)",부산광역시 연제구 연산동 1124번지 25호  ,
요술궁 미인관,"부산광역시 연제구 반송로 26, 서해빌딩 4층 (연산동)",부산광역시 연제구 연산동 603번지 4호 서해빌딩 ,
목화물 나이트,"부산광역시 연제구 중앙대로 1125, C T 타워 B동 6, 7층 (연산동)",부산광역시 연제구 연산동 1124번지 3호 C T 타워 B동 ,
해상노래주점,부산광역시 연제구 중앙대로 1032 (연산동),부산광역시 연제구 연산동 1363번지 15호  , 051- 864-7218
신도시 스탠드,부산광역시 연제구 중앙대로 1116-8 (연산동),부산광역시 연제구 연산동 726번지 13호  , 051- 864-1234
부자노래주점,부산광역시 연제구 연수로 201 (연산동),부산광역시 연제구 연산동 2133번지 51호  , 051- 868-0021
유정,부산광역시 연제구 연수로 189-2 (연산동),부산광역시 연제구 연산동 1837번지 15호  , 051- 865-7401
리카,부산광역시 연제구 쌍미천로151번길 50 (연산동),부산광역시 연제구 연산동 630번지 39호  ,051 -865 -2055
주연단란주점,부산광역시 연제구 과정로 301 (연산동),부산광역시 연제구 연산동 342번지 15호  ,051 -867 -7551
술마시는아하노래방,부산광역시 연제구 과정로 189 (연산동),부산광역시 연제구 연산동 418번지 1호  , 051- 759-7704
시넬,부산광역시 연제구 중앙대로 1039-1 (연산동),부산광역시 연제구 연산동 1329번지 1호  , 051- 868-1126
조아술마시는노래방,부산광역시 연제구 과정로 266 (연산동),부산광역시 연제구 연산동 382번지 19호  , 051- 862-6840
미소노래주점,부산광역시 연제구 과정로226번길 6 (연산동),부산광역시 연제구 연산동 400번지 41호  , 051- 759-3574
태정포장센타,부산광역시 연제구 반송로 13-2 (연산동),부산광역시 연제구 연산동 723번지 19호  , 051- 865-6208
공간단란,부산광역시 연제구 과정로226번길 8 (연산동),부산광역시 연제구 연산동 400번지 40호  , 051- 759-1121
술마시는노래방,"부산광역시 연제구 과정로 281 (연산동,연산8동)",부산광역시 연제구 연산동 370번지 2호 연산8동 ,
팔팔포장타운,부산광역시 연제구 과정로 295 (연산동),부산광역시 연제구 연산동 342번지 32호  , 051- 852-4790
음악창고,부산광역시 연제구 과정로283번길 1 (연산동),부산광역시 연제구 연산동 370번지 1호  , 051- 867-0079
발렌타인,부산광역시 연제구 대리로6번길 120 (연산동),부산광역시 연제구 연산동 683번지 17호  , 051- 852-0774
엘지노래단란주점,부산광역시 연제구 월드컵대로111번길 6-12 (연산동),부산광역시 연제구 연산동 709번지 3호  , 051- 868-2462
행운열차,부산광역시 연제구 월드컵대로 17 (연산동),부산광역시 연제구 연산동 787번지 20호  ,
엔젤,부산광역시 연제구 과정로 232-1 (연산동),부산광역시 연제구 연산동 399번지 11호  , 051- 759-4530
가람포장타운,부산광역시 연제구 중앙대로 1044 (연산동),부산광역시 연제구 연산동 1331번지 20호  , 051- 863-3632
스타,부산광역시 연제구 과정로 280-1 (연산동),부산광역시 연제구 연산동 367번지 18호  ,051 -852 -1164
코리아나단란주점,부산광역시 연제구 월드컵대로119번길 21 (연산동),부산광역시 연제구 연산동 708번지 1호  , 051- 862-7055
티파니술마시는노래방,부산광역시 연제구 거제천로154번길 62 (연산동),부산광역시 연제구 연산동 1244번지 1호  , 051- 866-2038
씽씽가라오케,부산광역시 연제구 중앙대로1120번길 20 (연산동),부산광역시 연제구 연산동 723번지 10호  , 051- 866-4340
7080 색소폰 라이브,부산광역시 연제구 쌍미천로 5 (연산동),부산광역시 연제구 연산동 2134번지 12호  , 051- 861-3233
섹스폰라이브 노래타운,부산광역시 연제구 아시아드대로 42-1 (거제동),부산광역시 연제구 거제동 920번지 11호  , 051- 505-6777
로얄,부산광역시 연제구 거제천로87번길 29 (거제동),부산광역시 연제구 거제동 576번지 17호  , 051- 501-5733
아누리,부산광역시 연제구 거제시장로 29 (거제동),부산광역시 연제구 거제동 593번지 4호  , 051- 851-4542
늘봄,"부산광역시 연제구 과정로 333-2, 0동 0호 (연산동,0)",부산광역시 연제구 연산동 313번지 30호 0 0동 0호, 051- 861-5342
동천,부산광역시 연제구 과정로 261 (연산동),부산광역시 연제구 연산동 380번지 6호  , 051- 865-3777
스타노래주점,부산광역시 연제구 연수로 177 (연산동),부산광역시 연제구 연산동 1867번지 1호  , 051- 863-1888
오픈식,부산광역시 연제구 과정로 257-2 (연산동),부산광역시 연제구 연산동 380번지 13호  , 051- 865-5014
임금님,부산광역시 연제구 과정로 293 (연산동),부산광역시 연제구 연산동 342번지 40호  , 051- 853-7859
술마시는옥타곤노래방,부산광역시 연제구 월드컵대로 168 (연산동),부산광역시 연제구 연산동 1141번지 37호  ,051 -852 -8702
매너kim(킴),부산광역시 연제구 반송로 22 (연산동),부산광역시 연제구 연산동 603번지 6호  , 051- 853-9496
썸썸노래주점,부산광역시 연제구 과정로 97-1 (연산동),부산광역시 연제구 연산동 57번지 55호  ,
야시,부산광역시 연제구 월드컵대로111번길 10 (연산동),부산광역시 연제구 연산동 708번지 9호  ,
술마시는비바리노래방,부산광역시 연제구 과정로 317 (연산동),부산광역시 연제구 연산동 312번지 16호  , 051- 862-1657
스타노래주점,부산광역시 연제구 연수로 144-1 (연산동),부산광역시 연제구 연산동 1947번지 3호  , 051- 866-6035
코리아단란주점,부산광역시 연제구 중앙대로 1113-1 (연산동),부산광역시 연제구 연산동 1126번지 13호  , 051- 864-4512
비타민,부산광역시 연제구 과정로 335-1 (연산동),부산광역시 연제구 연산동 313번지 20호  , 051- 868-6789
스카이,부산광역시 연제구 거제천로152번길 52 (연산동),부산광역시 연제구 연산동 1279번지 21호  , 051- 861-2989
술마시는스타킹노래방,부산광역시 연제구 과정로 271 (연산동),부산광역시 연제구 연산동 381번지 1호  , 051- 868-5846
매화,부산광역시 연제구 고분로 18 (연산동),부산광역시 연제구 연산동 752번지 23호  ,051 -868 -7997
갈매기,부산광역시 연제구 월드컵대로119번길 17 (연산동),부산광역시 연제구 연산동 709번지 1호  , 051- 862-9095
단비가요주점,부산광역시 연제구 반송로 17-1 (연산동),부산광역시 연제구 연산동 723번지 17호  , 051- 866-4567
케이티이엑스,부산광역시 연제구 월드컵대로119번길 7 (연산동),부산광역시 연제구 연산동 709번지 18호  ,
선샤인,부산광역시 연제구 연안로 11 (연산동),부산광역시 연제구 연산동 419번지 14호  , 051- 753-2294
하나로뮤직,부산광역시 연제구 월드컵대로187번길 2 (거제동),부산광역시 연제구 거제동 37번지 32호  , 051-863 -4590
고인돌,부산광역시 연제구 과정로 196 (연산동),부산광역시 연제구 연산동 401번지 19호  , 051- 758-2694
설탕노래방,부산광역시 연제구 과정로 335 (연산동),부산광역시 연제구 연산동 313번지 21호  ,
목화단란주점,"부산광역시 연제구 아시아드대로 52, 거제동 (거제동)",부산광역시 연제구 거제동 1004번지 2호  , 051- 502-2119
부킹단란주점,부산광역시 연제구 월드컵대로119번길 16 (연산동),부산광역시 연제구 연산동 702번지 16호  , 051- 852-4292
르윈스키,부산광역시 연제구 중앙대로 1042 (연산동),부산광역시 연제구 연산동 1331번지 21호  , 051- 852-2433
코리아포장타운,부산광역시 연제구 연수로 146 (연산동),부산광역시 연제구 연산동 1949번지 33호  , 051- 861-6144
별 노래방 단란주점,부산광역시 연제구 과정로 113 (연산동),부산광역시 연제구 연산동 490번지 15호  , 051- 757-6779
뉴스타포장센타,"부산광역시 연제구 중앙대로1120번길 14-4, 2층 (연산동)",부산광역시 연제구 연산동 724번지 11호  , 051- 868-6864
술마시는만남노래방,부산광역시 연제구 연수로 158 (연산동),부산광역시 연제구 연산동 1938번지 15호  ,
칸,부산광역시 연제구 연수로 125-1 (연산동),부산광역시 연제구 연산동 2000번지 12호  , 051- 755-2083
주촌,부산광역시 연제구 과정로 279 (연산동),부산광역시 연제구 연산동 370번지 8호  , 051- 852-3181
만남,부산광역시 연제구 월드컵대로119번길 14 (연산동),부산광역시 연제구 연산동 702번지 2호  , 051- 852-2209
포세이돈,부산광역시 연제구 반송로 26-1 (연산동),부산광역시 연제구 연산동 603번지 3호  , 051-863 -1959
마운틴 원탁주점,부산광역시 연제구 월드컵대로111번길 6-8 (연산동),부산광역시 연제구 연산동 709번지 8호  , 051- 862-3048
탈렌트,부산광역시 연제구 고분로13번길 5-14 (연산동),부산광역시 연제구 연산동 603번지 13호  , 051- 852-0410
봄날,부산광역시 연제구 중앙대로 1116-4 (연산동),부산광역시 연제구 연산동 726번지 15호  , 051- 865-3886
첼로,부산광역시 연제구 중앙대로 1099 (연산동),부산광역시 연제구 연산동 1242번지 8호  , 051- 865-9293
당신의 노래하는방 단란주점,부산광역시 연제구 월드컵대로111번길 4 (연산동),부산광역시 연제구 연산동 709번지 5호  , 051- 864-7559
원노래주점,부산광역시 연제구 과정로132번길 5 (연산동),부산광역시 연제구 연산동 480번지 24호  ,051 -754 -6966
샤벨단란주점,부산광역시 연제구 월드컵대로145번길 23 (연산동),부산광역시 연제구 연산동 1287번지 1호  , 051- 861-2211
블랙 노래방,부산광역시 연제구 고분로13번길 47 (연산동),부산광역시 연제구 연산동 590번지 13호  , 051- 853-9494
올드보이,부산광역시 연제구 월드컵대로145번길 29 (연산동),부산광역시 연제구 연산동 1287번지 13호  , 051- 868-7011
수 노래주점,"부산광역시 연제구 고분로13번길 41 (연산동,(지상3층))",부산광역시 연제구 연산동 590번지 98호 (지상3층) ,
루비,부산광역시 연제구 고분로 234 (연산동),부산광역시 연제구 연산동 480번지 10호  , 051- 758-8864
빵빵,부산광역시 연제구 과정로 175 (연산동),부산광역시 연제구 연산동 418번지 22호  ,051 -759 -2817
바카스노래주점,부산광역시 연제구 중앙대로1120번길 15 (연산동),부산광역시 연제구 연산동 677번지 20호  ,
엠지엠(MGM)펍 연산점,"부산광역시 연제구 중앙대로1124번길 18 (연산동,지하1층)",부산광역시 연제구 연산동 675번지 1호 지하1층 , 051- 867-9734
위단란주점,"부산광역시 연제구 고분로13번길 25 (연산동,지하1층일부)",부산광역시 연제구 연산동 603번지 7호 지하1층일부 ,
블랙 아이스,"부산광역시 연제구 월드컵대로 126 (연산동,지상2층)",부산광역시 연제구 연산동 739번지 17호 지상2층 ,051 -852 -3660
휴앤락,"부산광역시 연제구 월드컵대로 145 (연산동,6층)",부산광역시 연제구 연산동 1241번지 1호 6층 ,051 -865 -0756
크로바노래주점,"부산광역시 연제구 고분로 5-1 (연산동,지상3층일부)",부산광역시 연제구 연산동 729번지 8호 지상3층일부 ,051 -868 -1307
천지연노래주점,"부산광역시 연제구 월드컵대로145번길 29 (연산동,지하1층)",부산광역시 연제구 연산동 1287번지 13호 지하1층 ,051 -864 -1809
퀸,부산광역시 연제구 월드컵대로 163 (연산동),부산광역시 연제구 연산동 1143번지 7호  ,051 -714 -1800
비케이노래타운,"부산광역시 연제구 월드컵대로 164 (연산동,(2층))",부산광역시 연제구 연산동 1127번지 13호 (2층) ,051 -853 -6127
