,소재지전체주소,소재지,x,y
458,부산광역시 동구 초량동 489-3번지 (1층) ,부산광역시 동구 초량동 489-3번지 ,129.0394683,35.11617207
459,부산광역시 동구 범일동 570-33번지 ,부산광역시 동구 범일동 570-33번지 ,129.0615767,35.13767464
460,부산광역시 동구 초량동 610-1번지 ,부산광역시 동구 초량동 610-1번지 ,129.0376251,35.1136798
461,부산광역시 동구 초량동 392-3번지 ,부산광역시 동구 초량동 392-3번지 ,129.0395476,35.1170647
462,부산광역시 동구 초량동 537번지 ,부산광역시 동구 초량동 537번지 ,129.0381471,35.11544092
463,부산광역시 동구 범일동 830-276번지 ,부산광역시 동구 범일동 830-276번지 ,129.062087,35.13859595
464,부산광역시 동구 수정동 227-67번지 ,부산광역시 동구 수정동 227-67번지 ,129.0484109,35.1302633
465,부산광역시 동구 초량동 1207-14번지 ,부산광역시 동구 초량동 1207-14번지 ,129.0396522,35.11580851
466,부산광역시 동구 수정동 221-3번지 ,부산광역시 동구 수정동 221-3번지 ,129.0481569,35.13010899
467,부산광역시 동구 초량동 606-1번지 ,부산광역시 동구 초량동 606-1번지 ,129.0375349,35.11323073
468,부산광역시 동구 범일동 830-50번지 (2층) ,부산광역시 동구 범일동 830-50번지 ,129.0604263,35.13921177
469,부산광역시 동구 초량동 1213-19번지 ,부산광역시 동구 초량동 1213-19번지 ,129.0400633,35.11258981
470,부산광역시 동구 초량동 415-10번지 ,부산광역시 동구 초량동 415-10번지 ,129.0386475,35.11738985
471,부산광역시 동구 초량동 1211-7번지 ,부산광역시 동구 초량동 1211-7번지 ,129.0390006,35.11236979
472,부산광역시 동구 초량동 465-19번지 ,부산광역시 동구 초량동 465-19번지 ,129.0388835,35.11647389
473,부산광역시 동구 범일동 62-728번지 ,부산광역시 동구 범일동 62-728번지 ,129.0569944,35.14146894
474,부산광역시 동구 초량동 611번지 ,부산광역시 동구 초량동 611번지 ,129.0380161,35.11352904
475,부산광역시 동구 범일동 830-282번지 ,부산광역시 동구 범일동 830-282번지 ,129.0610176,35.13830055
476,부산광역시 동구 초량동 570-1번지 2층 ,부산광역시 동구 초량동 570-1번지 2층 ,129.0381738,35.11369581
477,부산광역시 동구 범일동 830-62번지 B동2층 ,부산광역시 동구 범일동 830-62번지 B동2층 ,129.0616017,35.13831945
478,부산광역시 동구 수정동 210-21번지 ,부산광역시 동구 수정동 210-21번지 ,129.0482842,35.12958416
479,"부산광역시 동구 수정동 215-1번지 216,217-3(3층) ","부산광역시 동구 수정동 215-1번지 216,217-3",129.0478888,35.12991526
480,부산광역시 동구 초량동 247-2번지 ,부산광역시 동구 초량동 247-2번지 ,129.0391093,35.11884198
481,부산광역시 동구 범일동 570-12번지 ,부산광역시 동구 범일동 570-12번지 ,129.060344,35.13786503
482,부산광역시 동구 범일동 617-1번지 ,부산광역시 동구 범일동 617-1번지 ,129.0601426,35.13770625
483,부산광역시 동구 초량동 486-2번지 ,부산광역시 동구 초량동 486-2번지 ,129.0397497,35.11637641
484,부산광역시 동구 범일동 833-2번지 ,부산광역시 동구 범일동 833-2번지 ,129.0599223,35.13993407
485,부산광역시 동구 초량동 607-1번지 ,부산광역시 동구 초량동 607-1번지 ,129.0375721,35.11331302
486,부산광역시 동구 수정동 1-42번지 ,부산광역시 동구 수정동 1-42번지 ,129.0486657,35.12940108
487,부산광역시 동구 수정동 210-2번지 ,부산광역시 동구 수정동 210-2번지 ,129.0481485,35.12977389
488,부산광역시 동구 수정동 1-110번지 ,부산광역시 동구 수정동 1-110번지 ,129.0490223,35.12944912
489,부산광역시 동구 초량동 411-12번지 ,부산광역시 동구 초량동 411-12번지 ,129.0390314,35.11747711
490,부산광역시 동구 초량동 348-2번지 ,부산광역시 동구 초량동 348-2번지 ,129.0406318,35.11779262
491,부산광역시 동구 범일동 830-282번지 지하 ,부산광역시 동구 범일동 830-282번지 지하 ,129.0610176,35.13830055
492,부산광역시 동구 범일동 917-5번지 지하1층 ,부산광역시 동구 범일동 917-5번지 지하1층 ,129.0590564,35.139181
493,부산광역시 동구 초량동 498-1번지 ,부산광역시 동구 초량동 498-1번지 ,129.0390402,35.11554125
494,부산광역시 동구 수정동 1-53번지 (2층) ,부산광역시 동구 수정동 1-53번지 ,129.0487945,35.12963681
495,부산광역시 동구 범일동 830-187번지 ,부산광역시 동구 범일동 830-187번지 ,129.061421,35.14002752
496,부산광역시 동구 초량동 415-16번지 ,부산광역시 동구 초량동 415-16번지 ,129.0387573,35.11756824
497,부산광역시 동구 범일동 830-255번지 ,부산광역시 동구 범일동 830-255번지 ,129.0602602,35.13993553
498,부산광역시 동구 범일동 573-1번지 ,부산광역시 동구 범일동 573-1번지 ,129.0608655,35.13783453
499,부산광역시 동구 범일동 830-189번지 ,부산광역시 동구 범일동 830-189번지 ,129.0616702,35.13999084
500,부산광역시 동구 수정동 1-51번지 ,부산광역시 동구 수정동 1-51번지 ,129.0488901,35.12924949
501,부산광역시 동구 초량동 1203-17번지 ,부산광역시 동구 초량동 1203-17번지 ,129.0404647,35.11355632
502,부산광역시 동구 초량동 492-3번지 ,부산광역시 동구 초량동 492-3번지 ,129.0394329,35.11598523
503,부산광역시 동구 초량동 411-9번지 ,부산광역시 동구 초량동 411-9번지 ,129.039184,35.1174385
504,부산광역시 동구 수정동 221-11번지 ,부산광역시 동구 수정동 221-11번지 ,129.0482335,35.13001397
505,부산광역시 동구 초량동 489-1번지 ,부산광역시 동구 초량동 489-1번지 ,129.0395872,35.1161917
506,부산광역시 동구 초량동 1212-17번지 ,부산광역시 동구 초량동 1212-17번지 ,129.0394956,35.11269309
507,부산광역시 동구 수정동 1-14번지 ,부산광역시 동구 수정동 1-14번지 ,129.0488,35.12933032
508,부산광역시 동구 수정동 1-131번지 ,부산광역시 동구 수정동 1-131번지 ,129.0479331,35.1290566
509,부산광역시 동구 범일동 570-11번지 ,부산광역시 동구 범일동 570-11번지 ,129.060519,35.13784403
510,부산광역시 동구 수정동 1-161번지 ,부산광역시 동구 수정동 1-161번지 ,129.0480672,35.12932829
511,부산광역시 동구 초량동 488-1번지 ,부산광역시 동구 초량동 488-1번지 ,129.0396254,35.11631722
512,부산광역시 동구 초량동 514-2번지 ,부산광역시 동구 초량동 514-2번지 ,129.0383406,35.11563593
513,부산광역시 동구 범일동 830-37번지 ,부산광역시 동구 범일동 830-37번지 ,129.0597865,35.13837916
514,부산광역시 동구 범일동 832-4번지 ,부산광역시 동구 범일동 832-4번지 ,129.0596573,35.1386481
515,부산광역시 동구 범일동 570-11번지 ,부산광역시 동구 범일동 570-11번지 ,129.060519,35.13784403
516,부산광역시 영도구 영선동1가 21-4번지 ,부산광역시 영도구 영선동1가 21-4번지 ,129.0429465,35.09119426
517,부산광역시 영도구 대교동1가 76-5번지 ,부산광역시 영도구 대교동1가 76-5번지 ,129.0379471,35.09261216
518,"부산광역시 영도구 남항동1가 116-3번지 외3필지(116-5,10,14) ",부산광역시 영도구 남항동1가 116-3번지 외3필지,129.0387947,35.09019357
519,"부산광역시 영도구 대교동2가 1-1번지 , 1-8 ","부산광역시 영도구 대교동2가 1-1번지 , 1-8 ",129.0402446,35.09294119
520,부산광역시 영도구 영선동2가 1-2번지 ,부산광역시 영도구 영선동2가 1-2번지 ,129.0424248,35.08997025
521,부산광역시 영도구 대교동2가 14-4번지 지하1층 ,부산광역시 영도구 대교동2가 14-4번지 지하1층 ,129.041246,35.09247013
522,부산광역시 영도구 대교동2가 158-10번지 ,부산광역시 영도구 대교동2가 158-10번지 ,129.0402006,35.090999
523,부산광역시 영도구 남항동1가 116-2번지 ,부산광역시 영도구 남항동1가 116-2번지 ,129.0388589,35.09030424
524,부산광역시 영도구 대교동2가 169-5번지 ,부산광역시 영도구 대교동2가 169-5번지 ,129.0407312,35.09081704
525,부산광역시 영도구 남항동1가 109-12번지 ,부산광역시 영도구 남항동1가 109-12번지 ,129.039091,35.09064278
526,부산광역시 영도구 남항동1가 138번지 ,부산광역시 영도구 남항동1가 138번지 ,129.0395476,35.08978439
527,부산광역시 영도구 대교동1가 182-1번지 ,부산광역시 영도구 대교동1가 182-1번지 ,129.0391719,35.09318994
528,부산광역시 영도구 대교동1가 136-1번지 ,부산광역시 영도구 대교동1가 136-1번지 ,129.0388111,35.09208576
529,부산광역시 영도구 남항동1가 178-27번지 ,부산광역시 영도구 남항동1가 178-27번지 ,129.0395257,35.08925487
530,부산광역시 영도구 대교동1가 155-2번지 ,부산광역시 영도구 대교동1가 155-2번지 ,129.0385526,35.09280024
531,부산광역시 영도구 남항동1가 230-5번지 ,부산광역시 영도구 남항동1가 230-5번지 ,129.0409961,35.08877953
532,부산광역시 영도구 남항동1가 201-12번지 ,부산광역시 영도구 남항동1가 201-12번지 ,129.0403977,35.08957903
533,부산광역시 영도구 대교동2가 163-9번지 ,부산광역시 영도구 대교동2가 163-9번지 ,129.0405138,35.0908964
534,부산광역시 영도구 대교동2가 171-3번지 ,부산광역시 영도구 대교동2가 171-3번지 ,129.0410288,35.09097063
535,부산광역시 영도구 봉래동3가 2-2번지 ,부산광역시 영도구 봉래동3가 2-2번지 ,129.043057,35.09210439
536,부산광역시 영도구 대교동1가 182-4번지 ,부산광역시 영도구 대교동1가 182-4번지 ,129.03898,35.09322922
537,부산광역시 영도구 남항동1가 206-12번지 ,부산광역시 영도구 남항동1가 206-12번지 ,129.0406266,35.0894382
538,부산광역시 영도구 영선동2가 25번지 ,부산광역시 영도구 영선동2가 25번지 ,129.0408023,35.08804022
539,"부산광역시 영도구 남항동1가 213-1번지 , 216-4 ","부산광역시 영도구 남항동1가 213-1번지 , 216-4 ",129.0408999,35.09055105
540,부산광역시 영도구 청학동 13-8번지 ,부산광역시 영도구 청학동 13-8번지 ,129.0634387,35.09546833
541,부산광역시 영도구 대교동2가 163-3번지 ,부산광역시 영도구 대교동2가 163-3번지 ,129.0403488,35.09096045
542,부산광역시 영도구 대교동2가 7번지 ,부산광역시 영도구 대교동2가 7번지 ,129.0407639,35.09265849
543,부산광역시 영도구 대교동2가 185-10번지 ,부산광역시 영도구 대교동2가 185-10번지 ,129.041627,35.09051358
544,부산광역시 영도구 대교동2가 52번지 ,부산광역시 영도구 대교동2가 52번지 ,129.0406522,35.09257746
545,부산광역시 영도구 남항동1가 36-3번지 ,부산광역시 영도구 남항동1가 36-3번지 ,129.0373646,35.09053123
546,부산광역시 영도구 영선동1가 30-17번지 ,부산광역시 영도구 영선동1가 30-17번지 ,129.0423566,35.09022372
547,부산광역시 영도구 남항동1가 122-4번지 ,부산광역시 영도구 남항동1가 122-4번지 ,129.0387811,35.08982252
548,부산광역시 영도구 영선동1가 30-17번지 ,부산광역시 영도구 영선동1가 30-17번지 ,129.0423566,35.09022372
549,부산광역시 영도구 영선동1가 33-1번지 ,부산광역시 영도구 영선동1가 33-1번지 ,129.0426602,35.0904421
550,부산광역시 영도구 남항동1가 39번지 ,부산광역시 영도구 남항동1가 39번지 ,129.0378258,35.09143907
551,부산광역시 영도구 대교동1가 183-3번지 ,부산광역시 영도구 대교동1가 183-3번지 ,129.0393887,35.09308897
552,부산광역시 영도구 대교동2가 24-5번지 ,부산광역시 영도구 대교동2가 24-5번지 ,129.0423208,35.09213121
553,부산광역시 영도구 남항동1가 148-1번지 ,부산광역시 영도구 남항동1가 148-1번지 ,129.0395647,35.09064562
554,부산광역시 영도구 영선동1가 21-1번지 ,부산광역시 영도구 영선동1가 21-1번지 ,129.0427079,35.09129561
555,부산광역시 영도구 대교동2가 103-6번지 ,부산광역시 영도구 대교동2가 103-6번지 ,129.041994,35.0915131
556,부산광역시 영도구 대교동2가 24-1번지 ,부산광역시 영도구 대교동2가 24-1번지 ,129.0427125,35.09200926
557,부산광역시 영도구 남항동1가 169-27번지 ,부산광역시 영도구 남항동1가 169-27번지 ,129.0402197,35.08982715
558,부산광역시 영도구 대교동2가 97번지 ,부산광역시 영도구 대교동2가 97번지 ,129.0415263,35.09192831
559,부산광역시 영도구 대교동2가 112-2번지 외 1필지(112-3) ,부산광역시 영도구 대교동2가 112-2번지 외 1필지,129.0418058,35.09117743
560,부산광역시 영도구 대교동1가 79번지 2층 ,부산광역시 영도구 대교동1가 79번지 2층 ,129.0376257,35.09274012
561,부산광역시 영도구 대교동2가 76번지 ,부산광역시 영도구 대교동2가 76번지 ,129.0406906,35.09200367
562,부산광역시 영도구 영선동1가 22-1번지 ,부산광역시 영도구 영선동1가 22-1번지 ,129.0424461,35.09100083
563,부산광역시 영도구 남항동1가 152-3번지 ,부산광역시 영도구 남항동1가 152-3번지 ,129.0398785,35.09039162
564,부산광역시 영도구 대교동2가 32번지 ,부산광역시 영도구 대교동2가 32번지 ,129.0417871,35.09218346
565,부산광역시 영도구 영선동2가 1-2번지 ,부산광역시 영도구 영선동2가 1-2번지 ,129.0424248,35.08997025
566,부산광역시 영도구 영선동2가 59-2번지 ,부산광역시 영도구 영선동2가 59-2번지 ,129.0420422,35.08834376
567,부산광역시 영도구 대교동1가 183-9번지 ,부산광역시 영도구 대교동1가 183-9번지 ,129.0393908,35.09299521
568,부산광역시 영도구 대교동2가 103-6번지 ,부산광역시 영도구 대교동2가 103-6번지 ,129.041994,35.0915131
569,부산광역시 영도구 남항동1가 216-4번지 ,부산광역시 영도구 남항동1가 216-4번지 ,129.0409915,35.09052788
570,부산광역시 영도구 봉래동1가 8-1번지 ,부산광역시 영도구 봉래동1가 8-1번지 ,129.0392887,35.09365298
571,부산광역시 영도구 남항동1가 157-1번지 ,부산광역시 영도구 남항동1가 157-1번지 ,129.040644,35.0906635
572,부산광역시 영도구 대교동2가 155번지 ,부산광역시 영도구 대교동2가 155번지 ,129.0396408,35.09123551
573,부산광역시 영도구 남항동1가 109-9번지 ,부산광역시 영도구 남항동1가 109-9번지 ,129.0391326,35.09072859
574,부산광역시 영도구 대교동1가 183-15번지 외1필지(1층) ,부산광역시 영도구 대교동1가 183-15번지 외1필지,129.0396685,35.09305182
575,부산광역시 영도구 대교동2가 158-2번지 ,부산광역시 영도구 대교동2가 158-2번지 ,129.0399053,35.09111571
576,부산광역시 영도구 남항동1가 109-12번지 ,부산광역시 영도구 남항동1가 109-12번지 ,129.039091,35.09064278
577,"부산광역시 영도구 영선동2가 1-1번지 외 2필지(1-9, 1-10) 2층 ",부산광역시 영도구 영선동2가 1-1번지 외 2필지,129.0422161,35.09004225
578,부산광역시 영도구 남항동1가 157-6번지 2층 ,부산광역시 영도구 남항동1가 157-6번지 2층 ,129.0405125,35.09066572
579,부산광역시 영도구 대교동2가 175-5번지 ,부산광역시 영도구 대교동2가 175-5번지 ,129.0410227,35.09072562
580,부산광역시 영도구 대교동2가 10번지 ,부산광역시 영도구 대교동2가 10번지 ,129.0410199,35.09254964
581,부산광역시 영도구 영선동2가 17-5번지 ,부산광역시 영도구 영선동2가 17-5번지 ,129.0415118,35.08852933
582,부산광역시 영도구 대교동2가 163-9번지 ,부산광역시 영도구 대교동2가 163-9번지 ,129.0405138,35.0908964
583,부산광역시 영도구 봉래동2가 34번지 ,부산광역시 영도구 봉래동2가 34번지 ,129.0426199,35.09234245
584,부산광역시 영도구 대교동2가 14-2번지 ,부산광역시 영도구 대교동2가 14-2번지 ,129.0412878,35.09256315
585,부산광역시 영도구 대교동2가 178-1번지 ,부산광역시 영도구 대교동2가 178-1번지 ,129.0413099,35.09063427
586,부산광역시 영도구 남항동1가 213-1번지 ,부산광역시 영도구 남항동1가 213-1번지 ,129.0408999,35.09055105
587,부산광역시 영도구 대교동2가 121-0번지 ,부산광역시 영도구 대교동2가 121-0번지 ,129.0412665,35.09135594
588,부산광역시 영도구 대교동2가 167-1번지 ,부산광역시 영도구 대교동2가 167-1번지 ,129.0408782,35.09108492
589,부산광역시 영도구 대교동2가 109-2번지 ,부산광역시 영도구 대교동2가 109-2번지 ,129.0421889,35.09106284
590,부산광역시 영도구 영선동1가 1-7번지 ,부산광역시 영도구 영선동1가 1-7번지 ,129.042882,35.09194873
591,부산광역시 영도구 대교동2가 125-5번지 ,부산광역시 영도구 대교동2가 125-5번지 ,129.0410707,35.09142052
592,부산광역시 영도구 대교동1가 179-8번지 ,부산광역시 영도구 대교동1가 179-8번지 ,129.0390803,35.09303287
593,부산광역시 영도구 남항동1가 210-5번지 ,부산광역시 영도구 남항동1가 210-5번지 ,129.0406286,35.09022039
594,부산광역시 영도구 대교동2가 185-12번지 (1층) ,부산광역시 영도구 대교동2가 185-12번지 ,129.0414611,35.0905416
595,부산광역시 영도구 남항동1가 39-0번지 ,부산광역시 영도구 남항동1가 39-0번지 ,129.0378258,35.09143907
596,부산광역시 영도구 남항동1가 158-5번지 ,부산광역시 영도구 남항동1가 158-5번지 ,129.0402629,35.09068073
597,부산광역시 영도구 대교동2가 164-6번지 2층 ,부산광역시 영도구 대교동2가 164-6번지 2층 ,129.0406401,35.09085822
598,"부산광역시 영도구 대교동2가 6-1번지 , 8-2, 7 ","부산광역시 영도구 대교동2가 6-1번지 , 8-2, 7 ",129.0407885,35.09276621
599,부산광역시 영도구 대교동1가 109번지 ,부산광역시 영도구 대교동1가 109번지 ,129.0389365,35.09148527
600,부산광역시 영도구 영선동1가 40번지 ,부산광역시 영도구 영선동1가 40번지 ,129.042835,35.09024089
601,부산광역시 영도구 대교동1가 80-0번지 ,부산광역시 영도구 대교동1가 80-0번지 ,129.0377387,35.09269857
602,부산광역시 영도구 남항동1가 42-3번지 ,부산광역시 영도구 남항동1가 42-3번지 ,129.0380999,35.09152818
603,부산광역시 영도구 대교동2가 173-5번지 ,부산광역시 영도구 대교동2가 173-5번지 ,129.0413659,35.0907703
604,부산광역시 영도구 대교동2가 14-4번지 2층 ,부산광역시 영도구 대교동2가 14-4번지 2층 ,129.041246,35.09247013
605,부산광역시 영도구 대교동1가 177-2번지 ,부산광역시 영도구 대교동1가 177-2번지 ,129.0386645,35.09288847
606,부산광역시 영도구 영선동1가 35-2번지 ,부산광역시 영도구 영선동1가 35-2번지 ,129.0425636,35.09025989
607,부산광역시 영도구 대교동2가 44번지 ,부산광역시 영도구 대교동2가 44번지 ,129.0409243,35.09240706
608,부산광역시 영도구 봉래동2가 35-5번지 ,부산광역시 영도구 봉래동2가 35-5번지 ,129.042666,35.09225516
609,"부산광역시 영도구 대교동1가 105-7번지 , 8 ","부산광역시 영도구 대교동1가 105-7번지 , 8 ",129.0381577,35.09173268
610,부산광역시 영도구 남항동1가 157-6번지 ,부산광역시 영도구 남항동1가 157-6번지 ,129.0405125,35.09066572
611,부산광역시 영도구 영선동1가 38-3번지 ,부산광역시 영도구 영선동1가 38-3번지 ,129.0428741,35.09004919
612,부산광역시 영도구 대교동1가 77번지 ,부산광역시 영도구 대교동1가 77번지 ,129.037409,35.09266807
613,부산광역시 영도구 영선동1가 35-3번지 ,부산광역시 영도구 영선동1가 35-3번지 ,129.0425351,35.09017025
614,부산광역시 영도구 영선동1가 30-7번지 ,부산광역시 영도구 영선동1가 30-7번지 ,129.0424465,35.09031233
615,부산광역시 영도구 남항동1가 115번지 ,부산광역시 영도구 남항동1가 115번지 ,129.0392069,35.09089676
616,부산광역시 영도구 대교동2가 13번지 ,부산광역시 영도구 대교동2가 13번지 ,129.0410834,35.09263148
617,부산광역시 영도구 남항동1가 95번지 ,부산광역시 영도구 남항동1가 95번지 ,129.0387568,35.09131167
618,부산광역시 영도구 대교동2가 154-6번지 ,부산광역시 영도구 대교동2가 154-6번지 ,129.0394401,35.09127854
619,부산광역시 영도구 봉래동1가 4-1번지 ,부산광역시 영도구 봉래동1가 4-1번지 ,129.0390416,35.09341562
620,부산광역시 영도구 영선동1가 30-1번지 ,부산광역시 영도구 영선동1가 30-1번지 ,129.0426007,35.09033857
621,부산광역시 영도구 봉래동3가 32-1번지 ,부산광역시 영도구 봉래동3가 32-1번지 ,129.0438914,35.0921516
622,부산광역시 영도구 대교동2가 32-1번지 ,부산광역시 영도구 대교동2가 32-1번지 ,129.0420302,35.09208564
623,부산광역시 영도구 대교동2가 171-2번지 ,부산광역시 영도구 대교동2가 171-2번지 ,129.0410745,35.09104556
624,부산광역시 영도구 동삼동 770번지 신흥하리상가 402호 ,부산광역시 영도구 동삼동 770번지 신흥하리상가 402호 ,129.0807959,35.06863398
625,부산광역시 영도구 봉래동2가 8-10번지 ,부산광역시 영도구 봉래동2가 8-10번지 ,129.0409454,35.09290416
626,부산광역시 영도구 남항동1가 217-3번지 ,부산광역시 영도구 남항동1가 217-3번지 ,129.0417299,35.09024149
627,부산광역시 영도구 남항동1가 213-3번지 ,부산광역시 영도구 남항동1가 213-3번지 ,129.0407895,35.09051687
628,부산광역시 영도구 영선동1가 21-2번지 ,부산광역시 영도구 영선동1가 21-2번지 ,129.043057,35.09140147
629,부산광역시 영도구 남항동1가 157-1번지 ,부산광역시 영도구 남항동1가 157-1번지 ,129.040644,35.0906635
630,부산광역시 영도구 영선동1가 30-42번지 ,부산광역시 영도구 영선동1가 30-42번지 ,129.0420827,35.09032206
631,부산광역시 영도구 남항동1가 112번지 ,부산광역시 영도구 남항동1가 112번지 ,129.0393398,35.0909486
632,부산광역시 영도구 남항동1가 116-19번지 ,부산광역시 영도구 남항동1가 116-19번지 ,129.0389628,35.09042505
633,부산광역시 영도구 대교동2가 158-2번지 ,부산광역시 영도구 대교동2가 158-2번지 ,129.0399053,35.09111571
634,부산광역시 영도구 대교동2가 170-3번지 ,부산광역시 영도구 대교동2가 170-3번지 ,129.0409137,35.09075268
635,부산광역시 영도구 대교동2가 133-2번지 ,부산광역시 영도구 대교동2가 133-2번지 ,129.0404551,35.09170844
636,부산광역시 영도구 청학동 222-21번지 ,부산광역시 영도구 청학동 222-21번지 ,129.0616476,35.09609719
637,부산광역시 영도구 남항동1가 155-1번지 ,부산광역시 영도구 남항동1가 155-1번지 ,129.0397256,35.09094211
638,부산광역시 영도구 동삼동 983-25번지 ,부산광역시 영도구 동삼동 983-25번지 ,129.0806105,35.06305712
639,부산광역시 영도구 동삼동 769-9번지 ,부산광역시 영도구 동삼동 769-9번지 ,129.0807747,35.06917865
640,"부산광역시 영도구 대교동2가 1-1번지 , 1-8 ","부산광역시 영도구 대교동2가 1-1번지 , 1-8 ",129.0402446,35.09294119
641,부산광역시 영도구 청학동 222-13번지 ,부산광역시 영도구 청학동 222-13번지 ,129.0620263,35.09633226
642,부산광역시 영도구 남항동1가 228-2번지 ,부산광역시 영도구 남항동1가 228-2번지 ,129.0406589,35.08897265
643,부산광역시 영도구 남항동1가 165-1번지 ,부산광역시 영도구 남항동1가 165-1번지 ,129.0404507,35.09029908
644,부산광역시 영도구 남항동1가 91-2번지 ,부산광역시 영도구 남항동1가 91-2번지 ,129.0388092,35.09095032
645,부산광역시 영도구 대교동1가 173번지 ,부산광역시 영도구 대교동1가 173번지 ,129.0390434,35.09278117
646,부산광역시 영도구 대교동2가 71-5번지 ,부산광역시 영도구 대교동2가 71-5번지 ,129.0407902,35.09213176
647,부산광역시 영도구 대교동1가 183-7번지 ,부산광역시 영도구 대교동1가 183-7번지 ,129.039569,35.09310756
648,부산광역시 영도구 대교동1가 81번지 ,부산광역시 영도구 대교동1가 81번지 ,129.0376743,35.0925771
649,부산광역시 영도구 영선동1가 9번지 ,부산광역시 영도구 영선동1가 9번지 ,129.0433827,35.09179971
650,부산광역시 영도구 영선동1가 37-1번지 ,부산광역시 영도구 영선동1가 37-1번지 ,129.0427759,35.09015538
651,부산광역시 영도구 대교동1가 143번지 2층 ,부산광역시 영도구 대교동1가 143번지 2층 ,129.0392773,35.0921356
652,부산광역시 영도구 영선동1가 48번지 ,부산광역시 영도구 영선동1가 48번지 ,129.043029,35.09063054
653,부산광역시 영도구 남항동1가 155-3번지 ,부산광역시 영도구 남항동1가 155-3번지 ,129.0399871,35.09087643
654,"부산광역시 영도구 남항동1가 213-1번지 , 2 ","부산광역시 영도구 남항동1가 213-1번지 , 2 ",129.0408999,35.09055105
655,부산광역시 영도구 남항동1가 216-3번지 ,부산광역시 영도구 남항동1가 216-3번지 ,129.0410272,35.09037589
656,부산광역시 영도구 남항동1가 229-2번지 ,부산광역시 영도구 남항동1가 229-2번지 ,129.040579,35.08893434
657,부산광역시 영도구 대교동1가 183-15번지 ,부산광역시 영도구 대교동1가 183-15번지 ,129.0396685,35.09305182
658,부산광역시 영도구 남항동1가 67-4번지 ,부산광역시 영도구 남항동1가 67-4번지 ,129.0378399,35.08989241
659,부산광역시 영도구 영선동1가 38-3번지 (2층) ,부산광역시 영도구 영선동1가 38-3번지 ,129.0428741,35.09004919
660,부산광역시 영도구 영선동1가 28-1번지 ,부산광역시 영도구 영선동1가 28-1번지 ,129.0421874,35.09065193
661,부산광역시 영도구 대교동2가 32-2번지 ,부산광역시 영도구 대교동2가 32-2번지 ,129.0416963,35.09206243
662,부산광역시 영도구 남항동1가 198-1번지 ,부산광역시 영도구 남항동1가 198-1번지 ,129.0401541,35.08930557
663,부산광역시 영도구 남항동1가 81-2번지 ,부산광역시 영도구 남항동1가 81-2번지 ,129.0382952,35.09003616
664,부산광역시 영도구 영선동1가 22-3번지 ,부산광역시 영도구 영선동1가 22-3번지 ,129.042359,35.09102393
665,부산광역시 부산진구 부전동 522-41번지 지하1층 ,부산광역시 부산진구 부전동 522-41번지 지하1층 ,129.0575922,35.15248543
666,부산광역시 부산진구 부전동 524-1번지 ,부산광역시 부산진구 부전동 524-1번지 ,129.0567868,35.15431586
667,"부산광역시 부산진구 부전동 519-5번지 ,50 ","부산광역시 부산진구 부전동 519-5번지 ,50 ",129.0571151,35.15515377
668,부산광역시 부산진구 부전동 220-8번지 2층 ,부산광역시 부산진구 부전동 220-8번지 2층 ,129.0611948,35.15385161
669,부산광역시 부산진구 부전동 517-57번지 ,부산광역시 부산진구 부전동 517-57번지 ,129.0573752,35.15467354
670,부산광역시 부산진구 부전동 521-19번지 ,부산광역시 부산진구 부전동 521-19번지 ,129.0571919,35.15367095
671,부산광역시 부산진구 부전동 522-14번지 ,부산광역시 부산진구 부전동 522-14번지 ,129.0574377,35.15227898
672,부산광역시 부산진구 부전동 187-7번지 (지하1층) ,부산광역시 부산진구 부전동 187-7번지 ,129.0603551,35.15483916
673,"부산광역시 부산진구 부전동 502-15번지 ,18 ","부산광역시 부산진구 부전동 502-15번지 ,18 ",129.0575205,35.15661037
674,부산광역시 부산진구 부전동 474-129번지 ,부산광역시 부산진구 부전동 474-129번지 ,129.0568139,35.15887888
675,부산광역시 부산진구 연지동 41-1번지 ,부산광역시 부산진구 연지동 41-1번지 ,129.0584595,35.17192137
676,부산광역시 부산진구 부전동 401-23번지 ,부산광역시 부산진구 부전동 401-23번지 ,129.0565602,35.16030703
677,부산광역시 부산진구 범천동 869-10번지 ,부산광역시 부산진구 범천동 869-10번지 ,129.0581205,35.14923948
678,부산광역시 부산진구 부전동 522-12번지 ,부산광역시 부산진구 부전동 522-12번지 ,129.0575959,35.15228351
679,부산광역시 부산진구 부전동 517-27번지 ,부산광역시 부산진구 부전동 517-27번지 ,129.05741,35.15518481
680,부산광역시 부산진구 부전동 502-21번지 지하1층 ,부산광역시 부산진구 부전동 502-21번지 지하1층 ,129.0573257,35.15671821
681,"부산광역시 부산진구 부전동 475-32번지 ,33 ","부산광역시 부산진구 부전동 475-32번지 ,33 ",129.0572941,35.15842375
682,부산광역시 부산진구 부전동 400-8번지 (지하1층) ,부산광역시 부산진구 부전동 400-8번지 ,129.0562743,35.16011002
683,부산광역시 부산진구 부전동 520-37번지 ,부산광역시 부산진구 부전동 520-37번지 ,129.0569015,35.15486181
684,부산광역시 부산진구 부전동 264-4번지 ,부산광역시 부산진구 부전동 264-4번지 ,129.0584558,35.16010901
685,"부산광역시 부산진구 부전동 522-24번지 ,21 (2층) ","부산광역시 부산진구 부전동 522-24번지 ,21 ",129.0570334,35.15260667
