,위도,경도
0,35.24586778565376,129.21747466388751
1,35.264177832648805,129.23240173554467
2,35.312900383220196,129.2443996964487
3,35.323057098169954,129.18283593400088
4,35.27495123961811,129.14864847998564
5,35.18392975659921,129.12349715517965
6,35.191394786786354,129.12658070900656
7,35.19740898834571,129.11784516431695
8,35.19489953033145,129.130413335287
9,35.201214938468816,129.1324490853816
10,35.1679379238884,129.13937128446446
11,35.16629321910577,129.157711762286
12,35.16287277758404,129.15809982442843
13,35.1617091427755,129.1789973333346
14,35.16265169768664,129.1644278487763
15,35.17784314107246,129.1763899987852
16,35.16694539667222,129.17725832381993
17,35.22901444277076,129.16022404527968
18,35.22541529315339,129.14675703116694
19,35.180673461927874,129.200476127257
20,35.22800583287753,129.0922913638163
21,35.221597640843655,129.0912043584693
22,35.241572253673624,129.09444571576887
23,35.21609367193603,129.11648581658886
24,35.218093384215635,129.09644684152326
25,35.21311558089351,129.1064031854531
26,35.21529137954701,129.102128641144
27,35.22664572204944,129.11743202029075
28,35.269591355994535,129.08814778021468
29,35.24496469041316,129.08795095104884
30,35.25789949194,129.08639750415057
31,35.22907738511945,129.08597096448983
32,35.237092275080435,129.0879511949414
33,35.226369232964466,129.07828436041498
34,35.27234228305978,129.09311483932416
35,35.19888465422507,129.00625356986006
36,35.20825813905126,129.00029151258013
37,35.200505952822006,128.99649148321166
38,35.205547988988094,129.03914093558853
39,35.21422547306356,129.0360769720171
40,36.02910723883913,129.35608255619314
41,35.23499972590797,129.01449735058128
42,35.24962211631272,129.0130794941689
43,35.21557806005236,129.00515340993803
44,35.21217271730011,129.01269008547155
45,35.207308571559444,129.084544257291
46,35.203170536684205,129.08537827522784
47,35.20495403916579,129.08897679459855
48,35.193795022527304,129.09247612122155
49,35.199633668330954,129.09710517858795
50,35.19695898817698,129.109762327975
51,35.205122624237994,129.10442241820505
52,35.21222453028244,129.100222432848
53,35.21888583031089,129.07703930249733
54,35.21053114783166,129.07110358548272
55,35.20574483597339,129.06621691146046
56,35.200711204896535,129.07557942254022
57,35.2007992002916,129.0645326060857
58,35.19921724092574,129.0575189516787
59,35.186816097003145,129.08309411987406
60,35.17550266027625,129.08405654877112
61,35.18447530420489,129.076250840771
62,35.17275186270513,129.10118627823107
63,35.175754215785446,129.10493810633503
64,35.17050190225836,129.11592215607192
65,35.173911889921,129.0935247837198
66,35.1859726259076,129.10808197578532
67,35.19095847565419,129.08932968479292
68,35.18752605558542,129.10228678195298
69,35.1840299782996,129.07320998983806
70,35.191180602005865,129.07852037731053
71,35.18763017339834,129.06735631599713
72,35.138936969720916,129.06977934316225
73,35.14606573578526,129.06710732164586
74,35.135785217710705,129.06901062063355
75,35.139785380438255,129.09006563833552
76,35.11455569525572,129.0957467205111
77,35.11820157075154,129.08080568958277
78,35.124641530094706,129.07816597994236
79,35.12537999677021,129.112376016017
80,35.12561702132097,129.10953030825306
81,35.117858855054614,129.11248447729776
82,35.13784534977671,129.10198238735578
83,35.1340727632043,129.09544833595584
84,35.12996353400909,129.09294295690188
85,35.15431880671292,129.11521322032164
86,35.14547032495411,129.10999881875188
87,35.14354448872107,129.11377577333823
88,35.15513538684761,129.1120040492752
89,35.15741747365981,129.12537529876508
90,35.16242349296,129.11388682938957
91,35.165656782743184,129.1190448839627
92,35.117922291676685,129.03763861904017
93,35.120180633271815,129.0396735067273
94,35.11760617058436,129.04506243598664
95,35.13424575716729,129.04354350626303
96,35.12949807856028,129.04697888200735
97,35.1412068645658,129.04906252796314
98,35.13740272140123,129.06124511685087
99,35.13720369723059,129.05598753811918
100,35.1514438351734,129.06499628887607
101,35.161385686238205,129.0656163464769
102,35.14711074864869,129.0554775460874
103,35.15318243104889,129.0560296977505
104,35.155460369428596,129.0617665069194
105,35.144791381397795,129.0602377923786
106,35.163275391165094,129.03940608570815
107,35.16738612144671,129.03782309147653
108,35.155764176292934,129.02193854607674
109,35.1790116533798,129.05166637912916
110,35.182505842054034,129.04669191949688
111,35.170982926376055,129.0500334758908
112,35.1524657677701,129.02948930264822
113,35.154366607022546,129.03757726405684
114,35.15046058241877,129.02092512905674
115,35.167185499536984,129.050135666967
116,35.170559021611176,129.04055818461825
117,35.174432259408526,129.062574836344
118,35.1692410333107,129.06852358528135
119,35.16384928032891,129.0610784309274
120,35.1664422822871,129.0626978249308
121,35.18302743374298,128.97800948427167
122,35.18982356419683,128.9884931005757
123,35.18467308044189,128.99634112850302
124,35.18111931679292,128.9853525106978
125,35.15196052527526,128.97722193618606
126,35.163893010227746,128.9855393939329
127,35.167618560053114,128.9819030361959
128,35.14260763172886,128.98375387819513
129,35.127258785004166,128.96938926704053
130,35.1508051948088,129.0101809097252
131,35.15115857669187,128.9986292310789
132,35.11710070502082,129.01737190671537
133,35.11534786026581,129.0156967299427
134,35.11115737037338,129.01168490203654
135,35.097136141956376,129.0237438806375
136,35.1003046309919,129.01617713934655
137,35.08937200972816,129.02458259447553
138,35.079270630647564,129.02118446687302
139,35.10053941268819,129.0355566136092
140,35.102985776477894,129.02379200751884
141,35.11191098595038,129.03219407538094
142,35.105977219960515,129.02338785609993
143,35.10587232200298,129.03138176077724
144,35.09195650137873,129.06624034696674
145,35.09223835669532,129.04002539237734
146,35.08770563990908,129.04290335874322
147,35.083454845602525,129.04167032558607
148,35.08721447903297,129.03996163525608
149,35.085809257009686,129.0461275312054
150,35.07833345568412,129.0732633740727
151,35.06525030232656,129.08220062464613
152,35.08469113391488,129.06888992717276
153,35.09942863427247,128.98825102172486
154,35.10575216893942,129.0043933244558
